Date, ZC025YR, ZC050YR, ZC075YR, ZC100YR, ZC200YR, ZC500YR, ZC1000YR, ZC2000YR, ZC3000YR
2016-08-18,0.0050041,0.0053309,0.0054351,0.0055394,0.0055433,0.0066005,0.0111231,0.0180271,0.0171604
2016-08-19,0.0050087,0.0053319,0.0054362,0.0055405,0.0055064,0.0067952,0.0115113,0.0182572,0.0174179
2016-08-22,0.0050215,0.0053351,0.0054395,0.0055439,0.0053403,0.0064057,0.0109655,0.0177928,0.016978
2016-08-23,0.0051856,0.0052973,0.0054153,0.0055336,0.005365,0.0064367,0.0109334,0.0177412,0.01695
2016-08-24,0.0050954,0.0053266,0.0054637,0.0056002,0.0055103,0.0065632,0.0110062,0.0177784,0.0169781
2016-08-25,0.0050961,0.0053579,0.0054875,0.005617,0.0056605,0.0068271,0.0112933,0.0180203,0.0172351
2016-08-26,0.0050972,0.0053592,0.0054889,0.0056185,0.0057926,0.007163,0.0115742,0.0181841,0.0174008
2016-08-29,0.0051487,0.0054135,0.0055432,0.0056729,0.0057041,0.0067132,0.0109313,0.0176494,0.0168487
2016-08-30,0.0051506,0.0054134,0.0055179,0.0056223,0.0057068,0.0067134,0.0108669,0.0176411,0.01683
2016-08-31,0.0052019,0.0054181,0.005573,0.0057278,0.0056302,0.0065949,0.0108935,0.017614,0.0168348
2016-09-01,0.0052539,0.0054198,0.0055747,0.0057295,0.0054716,0.006427,0.0107326,0.0174839,0.0167885
2016-09-02,0.0051079,0.005419,0.0055487,0.0056784,0.005759,0.0068336,0.011343,0.0177783,0.0171356
2016-09-06,0.0050944,0.0054315,0.0056116,0.0057916,0.0056183,0.0065664,0.0110092,0.017565,0.0168947
2016-09-07,0.0050494,0.0053257,0.0054552,0.0055847,0.0053277,0.0062231,0.0107243,0.0174313,0.0167237
2016-09-08,0.0050032,0.005327,0.0054565,0.005586,0.0056162,0.0068599,0.0116285,0.018336,0.0175941
2016-09-09,0.0050031,0.0052869,0.0054667,0.0056466,0.0057167,0.0071892,0.0123336,0.0191017,0.0183023
2016-09-12,0.0050031,0.0052928,0.0054726,0.0056524,0.0057383,0.0072418,0.0123383,0.0192816,0.0184635
2016-09-13,0.0050029,0.0053107,0.0055661,0.0058216,0.0058943,0.007748,0.0130837,0.0199955,0.0191643
2016-09-14,0.0051023,0.0053968,0.0055767,0.0057567,0.0057122,0.0074309,0.0126691,0.0196804,0.0188825
2016-09-15,0.0051042,0.0053987,0.0055787,0.0057587,0.0056536,0.007395,0.0128214,0.0197668,0.0190091
2016-09-16,0.0051079,0.0054006,0.0055806,0.0057606,0.0057069,0.0074918,0.0127828,0.0195871,0.0188879
2016-09-19,0.0051214,0.0054426,0.0055722,0.0057017,0.0057197,0.0074791,0.0127296,0.0195286,0.0188126
2016-09-20,0.0053226,0.0053487,0.0055391,0.0057328,0.0056328,0.0072838,0.0124757,0.019195,0.0184816
2016-09-21,0.005372,0.0054771,0.0056388,0.0058009,0.0056529,0.0072841,0.0123081,0.0190599,0.0183613
2016-09-22,0.0052827,0.0054082,0.005563,0.0057179,0.0056128,0.0069963,0.0118157,0.0185814,0.0179211
2016-09-23,0.0053327,0.0053082,0.0053874,0.0054665,0.0051329,0.0063722,0.0111772,0.0182211,0.0175783
2016-09-26,0.0051975,0.005307,0.0053105,0.0053141,0.0048753,0.0059507,0.0106654,0.0178102,0.0171743
2016-09-27,0.0051997,0.0052568,0.0052603,0.0052638,0.0048171,0.0058803,0.0104277,0.0176194,0.0169743
2016-09-28,0.0052019,0.0052103,0.0052641,0.005318,0.0049996,0.0059873,0.0105971,0.0176837,0.0170302
2016-09-29,0.0053033,0.005259,0.0052876,0.0053163,0.0047692,0.0057923,0.0102885,0.0175186,0.0168204
2016-09-30,0.0053018,0.0052115,0.0052653,0.005319,0.0050209,0.0062715,0.0108455,0.0178878,0.0172309
2016-10-03,0.0051557,0.0052194,0.0053236,0.0054278,0.0051711,0.0063491,0.010898,0.0178979,0.0172459
2016-10-04,0.0048662,0.0051808,0.0053605,0.0055402,0.005347,0.0067137,0.0114888,0.0185341,0.0178651
2016-10-05,0.004865,0.0051903,0.0054204,0.0056504,0.0056141,0.0070542,0.0118662,0.0189494,0.0182453
2016-10-06,0.0048634,0.0052007,0.0054812,0.0057617,0.0056345,0.0073482,0.0123753,0.0192787,0.0185506
2016-10-07,0.0049562,0.0052124,0.0055433,0.0058742,0.0057478,0.0074505,0.0125917,0.0194492,0.0187656
2016-10-11,0.0049538,0.005361,0.0056164,0.0058719,0.0058362,0.0077396,0.0129326,0.0195405,0.0189187
2016-10-12,0.0049534,0.0053636,0.0056192,0.0058747,0.005898,0.0077777,0.0129924,0.0195756,0.0189419
2016-10-13,0.0049544,0.0053665,0.005622,0.0058775,0.0058474,0.0075485,0.012729,0.0191783,0.0185606
2016-10-14,0.0050578,0.0053692,0.0056246,0.0058801,0.0060784,0.0079698,0.0134974,0.0198246,0.0192526
2016-10-17,0.0050716,0.0054136,0.0056187,0.0058238,0.0059174,0.0076528,0.0131668,0.0195671,0.019004
2016-10-18,0.0050409,0.0054158,0.0056209,0.0058261,0.005866,0.0075172,0.0129423,0.019461,0.0189554
2016-10-19,0.0050494,0.0052272,0.0054061,0.0055849,0.0055915,0.0073118,0.0129365,0.0195646,0.0190913
2016-10-20,0.0049566,0.0052074,0.0053116,0.0054157,0.0054431,0.0070272,0.0126672,0.0193664,0.0189021
2016-10-21,0.0049562,0.0051074,0.005161,0.0052146,0.0051009,0.0066646,0.0122184,0.0190075,0.0185654
2016-10-24,0.0048087,0.0051591,0.0052128,0.0052666,0.0052068,0.006807,0.0124302,0.019224,0.0187636
2016-10-25,0.0048066,0.0051612,0.0052401,0.005319,0.0053522,0.0067896,0.0123388,0.0191657,0.0186974
2016-10-26,0.0048543,0.0051637,0.0052679,0.005372,0.0055061,0.0070007,0.0124893,0.019352,0.018851
2016-10-27,0.0048038,0.0051271,0.0053824,0.0056377,0.0057454,0.0075176,0.0133051,0.01994,0.0194542
2016-10-28,0.0047589,0.0051732,0.0053529,0.0055325,0.0056149,0.0074145,0.01329,0.0200407,0.0195327
2016-10-31,0.004723,0.0051255,0.00528,0.0054344,0.0054513,0.0071924,0.0130222,0.0196096,0.0191128
2016-11-01,0.0048204,0.0051306,0.0053103,0.0054899,0.0054842,0.0072972,0.0131002,0.0195754,0.0190991
2016-11-02,0.0047726,0.0049395,0.0051693,0.0053991,0.0053833,0.0071147,0.0128709,0.019345,0.0188815
2016-11-03,0.0045375,0.0049381,0.0051426,0.0053471,0.0054352,0.0072346,0.0130629,0.0195669,0.0190857
2016-11-04,0.0044382,0.0048858,0.0050651,0.0052444,0.00517,0.0069358,0.0125882,0.0192305,0.018745
2016-11-07,0.0044203,0.0048569,0.0051116,0.0053664,0.0054864,0.0074454,0.0132578,0.0197896,0.019322
2016-11-08,0.0045122,0.0049151,0.0051951,0.0054752,0.0057796,0.0078967,0.0138456,0.0202343,0.0197632
2016-11-09,0.0045562,0.0049853,0.005341,0.0056967,0.005889,0.0086119,0.0149295,0.0213258,0.0208388
2016-11-10,0.0047038,0.0050893,0.0054452,0.0058011,0.0062302,0.0091417,0.0154458,0.0218419,0.0212933
2016-11-14,0.0048743,0.0052983,0.0056292,0.0059602,0.0066131,0.0100017,0.0166089,0.0230767,0.0224696
2016-11-15,0.0050489,0.005392,0.0056382,0.0058823,0.0066333,0.0100316,0.0166327,0.0229053,0.0223187
2016-11-16,0.005003,0.0053756,0.0056137,0.005851,0.006605,0.0098857,0.0161468,0.0224162,0.0218244
2016-11-17,0.0050032,0.0050082,0.0053894,0.0057706,0.0067273,0.0102418,0.0167081,0.0228578,0.0222757
2016-11-18,0.004909,0.0053107,0.0055411,0.0057715,0.0066843,0.0103138,0.0169042,0.0233018,0.0226686
2016-11-21,0.0049547,0.0053182,0.0055486,0.0057789,0.0067377,0.0104019,0.0168837,0.0232175,0.0225922
2016-11-22,0.0049538,0.0053663,0.0055211,0.0056759,0.0065585,0.010136,0.01661,0.0229933,0.0223731
2016-11-23,0.0049534,0.0053698,0.0055498,0.0057298,0.0067597,0.0103477,0.0167249,0.0230013,0.0223488
2016-11-24,0.0050543,0.0053717,0.0055517,0.0057317,0.0068691,0.010577,0.0170488,0.023122,0.022495
2016-11-25,0.0050578,0.0053735,0.0055536,0.0057336,0.0067579,0.0104886,0.0168902,0.0227911,0.0222028
2016-11-28,0.0050686,0.0053795,0.0055594,0.0057394,0.0066297,0.0101223,0.0163825,0.0225332,0.0218273
2016-11-29,0.0050345,0.0055317,0.005712,0.0058922,0.0068058,0.0101301,0.0163117,0.0223553,0.0217253
2016-11-30,0.0049478,0.0055374,0.0057428,0.0059483,0.0070353,0.0106887,0.0170522,0.0229322,0.0222847
2016-12-01,0.0050961,0.0055516,0.0058327,0.0061138,0.0075645,0.0113273,0.0178721,0.0238359,0.0231755
2016-12-02,0.0050972,0.0055589,0.0058652,0.0061716,0.0074359,0.0109735,0.0175386,0.0237049,0.0230577
2016-12-05,0.0050031,0.0055188,0.005825,0.0061312,0.0074644,0.0110229,0.0175045,0.0235607,0.0229355
2016-12-06,0.0048557,0.0055112,0.005767,0.0060228,0.0072842,0.0109551,0.0175942,0.0237494,0.0230779
2016-12-07,0.0048045,0.0053693,0.00565,0.0059308,0.0070809,0.0106822,0.017239,0.0234932,0.0228065
2016-12-08,0.0048047,0.0053784,0.0056842,0.0059901,0.0072575,0.0110292,0.0178553,0.0241657,0.0234663
2016-12-09,0.0048611,0.0053878,0.005719,0.0060501,0.0074584,0.0116514,0.0186525,0.024846,0.0241444
2016-12-12,0.0048895,0.005535,0.0058159,0.0060968,0.0076332,0.0119163,0.01891,0.0253203,0.0246293
2016-12-13,0.0048941,0.0055024,0.0058337,0.0061649,0.0077777,0.0119818,0.0189342,0.0251737,0.0245055
2016-12-14,0.0049022,0.0054984,0.0058045,0.0061106,0.0081243,0.0124404,0.0192443,0.0253019,0.0245679
2016-12-15,0.0048598,0.005491,0.005923,0.006355,0.0083114,0.0129761,0.0197464,0.0255861,0.0248019
2016-12-16,0.0048678,0.0055039,0.0059611,0.0064183,0.0083674,0.0129657,0.0196537,0.0257462,0.0249338
2016-12-19,0.0048494,0.0055097,0.0059417,0.0063737,0.0081273,0.0125887,0.0191943,0.0254764,0.0246184
2016-12-20,0.0048166,0.0055144,0.0059464,0.0063784,0.0084139,0.012829,0.0194337,0.0255701,0.0247396
2016-12-21,0.0048356,0.0055693,0.0060013,0.0064334,0.0084675,0.0129045,0.0194542,0.0255504,0.0246847
2016-12-22,0.0048455,0.0055838,0.0060411,0.0064984,0.0084497,0.0130852,0.0195401,0.0256363,0.0247343
2016-12-23,0.0047773,0.0055887,0.006046,0.0065033,0.0080968,0.0128586,0.0193277,0.0254457,0.0245588
2016-12-28,0.0047726,0.0057177,0.0061251,0.0065326,0.0079164,0.012348,0.0186205,0.0248837,0.0240055
2016-12-29,0.0046303,0.0057181,0.0061003,0.0064824,0.0077713,0.0120974,0.01855,0.0246938,0.0238598
2016-12-30,0.0045326,0.0057179,0.0060749,0.0064319,0.0076153,0.0119464,0.018484,0.0245208,0.0237465
2017-01-03,0.0045122,0.0057835,0.0061406,0.0064976,0.0078107,0.0122162,0.0187321,0.0247177,0.0239548
2017-01-04,0.0045068,0.0054979,0.0059048,0.0063117,0.007716,0.0119605,0.0184259,0.0243607,0.0236172
2017-01-05,0.0045054,0.0053519,0.0057586,0.0061653,0.0073834,0.011549,0.018031,0.0240471,0.0232826
2017-01-06,0.004517,0.0054313,0.005939,0.0064466,0.0077655,0.0120778,0.018586,0.0245139,0.0237493
2017-01-09,0.0046041,0.0055342,0.0059915,0.0064488,0.007643,0.0118447,0.018202,0.0243054,0.0235023
2017-01-10,0.004775,0.0055813,0.0059854,0.006381,0.0076674,0.0117319,0.0181728,0.0242685,0.0234626
2017-01-11,0.0046802,0.0053735,0.0058389,0.0063025,0.00767,0.0117142,0.0180791,0.0242217,0.0233828
2017-01-12,0.0045841,0.0053093,0.0057162,0.006123,0.0076523,0.0115671,0.0178731,0.0240097,0.0232071
2017-01-13,0.0045795,0.0053638,0.0057708,0.0061777,0.0078689,0.0120679,0.018427,0.0245149,0.0237523
2017-01-16,0.0045659,0.0054297,0.0058872,0.0063447,0.0078415,0.0118685,0.0181425,0.0243243,0.0235612
2017-01-17,0.0044627,0.0054316,0.0058387,0.0062457,0.0076786,0.0116721,0.0179583,0.0242532,0.0234831
2017-01-18,0.0044073,0.0052874,0.0057194,0.0061514,0.0075705,0.0118565,0.0183197,0.0246052,0.0238678
2017-01-19,0.004405,0.0052963,0.0057787,0.0062612,0.0078363,0.0122772,0.0189035,0.0250792,0.0243519
2017-01-20,0.0044153,0.0052968,0.0057288,0.0061608,0.0076675,0.012087,0.0188262,0.0252169,0.0245137
2017-01-23,0.0044457,0.0053078,0.0057145,0.0061213,0.007472,0.0115198,0.0181376,0.0246683,0.0239692
2017-01-24,0.004638,0.0053155,0.0057475,0.0061795,0.0078551,0.0120176,0.0188775,0.0252762,0.0245997
2017-01-25,0.0046342,0.0052276,0.0057097,0.0061919,0.0081442,0.0126279,0.019606,0.0259799,0.0252711
2017-01-26,0.0045375,0.0052327,0.0057149,0.0061971,0.0081074,0.0125306,0.0195447,0.0260021,0.0252789
2017-01-27,0.0045326,0.0052381,0.0057202,0.0062024,0.0079976,0.0122554,0.0191638,0.0257414,0.025002
2017-01-30,0.0045175,0.0052537,0.0057359,0.0062181,0.0078541,0.0123047,0.0192169,0.0257612,0.0250608
2017-01-31,0.0046103,0.0052035,0.0056603,0.0061171,0.007606,0.0119738,0.0189677,0.0254943,0.0248346
2017-02-01,0.0046059,0.0051196,0.0056266,0.0061337,0.0076674,0.0120184,0.0190813,0.0255139,0.0248305
2017-02-02,0.0046036,0.0050307,0.0055628,0.006095,0.0076905,0.0120327,0.0190701,0.0254809,0.0248198
2017-02-03,0.0046091,0.0050805,0.0055875,0.0060945,0.0077372,0.0120214,0.0191675,0.0256859,0.0250563
2017-02-06,0.0046238,0.0050898,0.0055717,0.0060535,0.0073748,0.0115531,0.0185046,0.0252158,0.0245818
2017-02-07,0.0046835,0.00519,0.0056117,0.0060304,0.0073954,0.0114549,0.0183217,0.0249704,0.0243794
2017-02-08,0.0046342,0.0050758,0.0055388,0.0060015,0.0072689,0.0109481,0.0176264,0.0243,0.0237517
2017-02-09,0.0046303,0.0050363,0.0055046,0.0059728,0.0075341,0.011475,0.0182644,0.0249013,0.0243564
2017-02-10,0.0046267,0.0050639,0.0055208,0.0059777,0.0077339,0.011695,0.0183937,0.0250413,0.0244854
2017-02-13,0.0046146,0.0050311,0.0055383,0.0060456,0.0078984,0.0119682,0.0187448,0.0254628,0.0248815
2017-02-14,0.0046103,0.0050852,0.0055673,0.0060494,0.0080235,0.0123338,0.0191169,0.0257479,0.0251816
2017-02-15,0.0047548,0.0051871,0.005619,0.0060508,0.0081959,0.0125036,0.0193067,0.0260047,0.0254299
2017-02-16,0.0047538,0.0051877,0.0055691,0.0059505,0.0080111,0.0121516,0.0188624,0.0257745,0.025151
2017-02-17,0.0047589,0.0051919,0.0055733,0.0059546,0.0078143,0.0119332,0.0185233,0.025517,0.0249053
2017-02-21,0.004828,0.0052655,0.0056974,0.0061292,0.0079298,0.0119689,0.0186705,0.0256645,0.0250594
2017-02-22,0.0047266,0.0051699,0.0056016,0.0060333,0.007908,0.0118965,0.0185512,0.0256601,0.0250633
2017-02-23,0.0047702,0.0051706,0.0055771,0.0059835,0.0077202,0.0116251,0.0181843,0.0254065,0.0248375
2017-02-24,0.0047677,0.005175,0.0055815,0.0059879,0.0075057,0.0111563,0.0174855,0.0246812,0.0241287
2017-02-27,0.0047602,0.0052332,0.0056146,0.005996,0.0076218,0.0114451,0.0179153,0.0250035,0.0244733
2017-02-28,0.0048557,0.0051981,0.0056297,0.0060613,0.0074191,0.0111926,0.0177366,0.0248175,0.0242431
2017-03-01,0.0049036,0.0052585,0.0057155,0.0061725,0.0075582,0.0117007,0.0183668,0.0253952,0.0247989
2017-03-02,0.0049041,0.0052695,0.0057516,0.0062338,0.007777,0.0118786,0.0185013,0.0254874,0.0248714
2017-03-03,0.0049076,0.0052748,0.0057569,0.0062389,0.0076553,0.0118692,0.0185483,0.0255476,0.024929
2017-03-06,0.0049653,0.0052975,0.0058048,0.0063122,0.00765,0.0117866,0.0185358,0.0255575,0.0249452
2017-03-07,0.0049574,0.0053415,0.0058352,0.0063299,0.008014,0.0120814,0.0188991,0.0256274,0.0251091
2017-03-08,0.004957,0.0053753,0.0058889,0.0064029,0.0082296,0.0125089,0.0193024,0.0260281,0.0254791
2017-03-09,0.0048634,0.00541,0.0058927,0.0063755,0.0083073,0.0127434,0.0196136,0.0262753,0.0257522
2017-03-10,0.0048618,0.0054161,0.0059493,0.0064824,0.0084524,0.0129046,0.0196681,0.0262,0.0256566
2017-03-13,0.0049059,0.0054346,0.005993,0.0065515,0.0087444,0.0133568,0.0202187,0.0265863,0.0259869
2017-03-14,0.0050029,0.0054878,0.0059959,0.0065039,0.0085729,0.0130974,0.0198724,0.0262991,0.025698
2017-03-15,0.0050529,0.005538,0.0059705,0.006403,0.0081291,0.0124458,0.0191579,0.0255779,0.0249818
2017-03-16,0.0050546,0.0054968,0.0059796,0.0064624,0.0082457,0.0127356,0.019535,0.0258857,0.0252637
2017-03-17,0.0050586,0.0054542,0.0059622,0.0064702,0.0081377,0.0124221,0.0191614,0.025491,0.0249085
2017-03-20,0.0050261,0.0055115,0.0059438,0.0063761,0.0080679,0.0121905,0.0188214,0.0253153,0.0247384
2017-03-21,0.0050944,0.005613,0.0060203,0.0064275,0.0080277,0.0120954,0.0185827,0.0250567,0.0244768
2017-03-22,0.0050954,0.0056136,0.0059957,0.0063778,0.0078341,0.0118954,0.0182892,0.0247161,0.0241891
2017-03-23,0.0050961,0.0055215,0.0059286,0.0063356,0.0077732,0.0119261,0.0182736,0.0246565,0.0241509
2017-03-24,0.0051445,0.005526,0.005933,0.0063401,0.0075829,0.0115255,0.0178033,0.0243395,0.0237903
2017-03-27,0.0052459,0.0055341,0.0059159,0.0062977,0.0073993,0.0112389,0.017547,0.0241731,0.0236311
2017-03-28,0.0052978,0.0055883,0.0059702,0.0063522,0.0074886,0.011371,0.0177168,0.0244809,0.0239158
2017-03-29,0.0053508,0.0055983,0.0060054,0.0064124,0.0073394,0.0110787,0.0174172,0.0242243,0.0236726
2017-03-30,0.0053543,0.0056027,0.0060097,0.0064168,0.0075216,0.0113929,0.017795,0.0245436,0.024017
2017-03-31,0.0055055,0.0057198,0.0061775,0.0066352,0.007622,0.0115072,0.017816,0.0243173,0.0238604
2017-04-03,0.0055097,0.0057347,0.0061924,0.0066501,0.0074365,0.0110999,0.017299,0.0238837,0.023436
2017-04-04,0.0055509,0.0058402,0.0061605,0.0064819,0.0074457,0.0110973,0.017259,0.0238836,0.023412
2017-04-05,0.0055565,0.0058252,0.0061639,0.0065032,0.0072721,0.010915,0.0170581,0.0236867,0.0231983
2017-04-06,0.0054689,0.0058602,0.0061582,0.0064562,0.0073108,0.0109345,0.0169863,0.0235099,0.0230998
2017-04-07,0.0054738,0.0058636,0.0061705,0.0064775,0.0076746,0.0113963,0.0174328,0.0237044,0.0233672
2017-04-10,0.0054404,0.0058748,0.0062069,0.0065391,0.0076854,0.0114603,0.0175092,0.0237207,0.0234157
2017-04-11,0.0054451,0.0059284,0.0062607,0.006593,0.0073676,0.0110804,0.0169957,0.0233674,0.0230335
2017-04-12,0.0054499,0.0058855,0.0062682,0.0066508,0.007403,0.0108703,0.0167077,0.0230929,0.0227649
2017-04-13,0.0054547,0.0058416,0.0062493,0.0066571,0.0073815,0.0106752,0.0164418,0.0227405,0.0224321
2017-04-17,0.0054716,0.0058529,0.0062102,0.0065674,0.0074131,0.0107461,0.0166417,0.0228777,0.0225797
2017-04-18,0.0054821,0.0059398,0.0061711,0.0064025,0.0070501,0.0100871,0.0158916,0.0222301,0.0219341
2017-04-19,0.005372,0.0058569,0.006189,0.006521,0.0071422,0.0103275,0.0161172,0.0224675,0.0221514
2017-04-20,0.0053759,0.0058565,0.0061633,0.00647,0.007263,0.0105851,0.0163559,0.0226301,0.0223251
